level,storage,inflow,rainfall,outflow,label
139.21,2889.0,480.0,0.0,590.0,0
139.17,2877.0,474.0,0.0,590.0,0
139.12,2861.0,440.0,0.0,590.0,0
139.09,2851.0,449.0,0.0,590.0,0
139.02,2829.0,445.0,0.0,590.0,0
138.98,2817.0,455.0,0.0,590.0,0
138.96,2810.0,459.0,0.0,590.0,0
138.91,2795.0,455.0,0.0,590.0,0
138.84,2773.0,335.0,0.0,590.0,0
138.8,2761.0,451.0,0.0,590.0,0
138.73,2739.0,335.0,0.0,590.0,0
138.62,2706.0,208.0,0.0,590.0,0
138.5,2669.0,162.0,0.0,590.0,0
138.4,2639.0,243.0,0.0,290.0,0
138.33,2618.0,47.0,0.0,290.0,0
138.26,2598.0,104.0,0.0,290.0,0
138.22,2586.0,192.0,0.0,290.0,0
138.19,2577.0,208.0,0.0,290.0,0
138.15,2565.0,201.0,0.0,290.0,0
138.11,2553.0,149.0,0.0,240.0,0
138.08,2545.0,195.0,0.0,240.0,0
138.01,2524.0,143.0,0.0,240.0,0
137.97,2513.0,113.0,0.0,240.0,0
137.9,2492.0,54.0,0.0,240.0,0
137.82,2469.0,16.0,0.0,240.0,0
137.76,2452.0,10.0,0.0,150.0,0
137.69,2432.0,0.0,0.0,150.0,0
137.61,2410.0,0.0,0.0,150.0,0
137.55,2393.0,0.0,0.0,150.0,0
137.49,2376.0,0.0,0.0,150.0,0
137.43,2359.0,0.0,0.0,150.0,0
137.38,2345.0,0.0,3.0,150.0,0
137.33,2331.0,0.0,0.0,150.0,0
137.28,2317.0,0.0,0.0,150.0,0
137.25,2309.0,0.0,0.0,150.0,0
137.24,2306.0,0.0,0.0,150.0,0
137.22,2301.0,0.0,2.0,0.0,0
137.21,2298.0,0.0,0.0,0.0,0
137.2,2295.0,0.0,0.0,0.0,0
137.19,2293.0,0.0,0.0,0.0,0
137.17,2287.0,0.0,0.0,0.0,0
137.15,2282.0,0.0,0.0,0.0,0
137.13,2276.0,0.0,0.0,0.0,0
137.11,2271.0,0.0,0.0,0.0,0
137.08,2263.0,0.0,0.0,0.0,0
137.05,2255.0,0.0,0.0,0.0,0
137.02,2246.0,0.0,0.0,0.0,0
136.99,2238.0,0.0,0.0,0.0,0
136.97,2233.0,0.0,0.0,0.0,0
136.94,2225.0,0.0,0.0,0.0,0
136.91,2217.0,0.0,0.0,0.0,0
136.89,2211.0,0.0,0.0,0.0,0
136.87,2206.0,0.0,0.0,0.0,0
136.85,2201.0,0.0,0.0,0.0,0
136.82,2193.0,0.0,0.0,0.0,0
136.79,2185.0,0.0,0.0,0.0,0
136.76,2177.0,0.0,0.0,0.0,0
136.74,2171.0,0.0,0.0,0.0,0
136.71,2163.0,0.0,0.0,0.0,0
136.69,2158.0,0.0,0.0,0.0,0
136.67,2153.0,0.0,0.0,0.0,0
136.64,2145.0,0.0,0.0,0.0,0
136.61,2137.0,0.0,0.0,0.0,0
136.58,2129.0,0.0,0.0,0.0,0
136.55,2121.0,0.0,0.0,0.0,0
136.53,2116.0,0.0,0.0,0.0,0
136.51,2111.0,0.0,0.0,0.0,0
136.37,2075.0,717.0,0.0,300.0,0
136.48,2103.0,702.0,0.0,300.0,0
136.56,2124.0,688.0,0.0,300.0,0
136.62,2140.0,676.0,0.0,300.0,0
136.78,2182.0,786.0,49.0,300.0,0
136.87,2206.0,613.0,0.0,300.0,0
137.0,2241.0,705.0,15.0,300.0,0
137.09,2265.0,693.0,4.0,460.0,0
137.18,2290.0,743.0,2.0,460.0,0
137.23,2304.0,772.0,0.0,610.0,0
137.17,2287.0,509.0,0.0,710.0,0
137.09,2265.0,462.0,0.0,710.0,0
137.0,2241.0,443.0,0.0,710.0,0
136.91,2217.0,441.0,0.0,710.0,0
136.83,2195.0,457.0,0.0,710.0,0
136.74,2171.0,493.0,0.0,810.0,0
136.63,2142.0,461.0,0.0,810.0,0
136.48,2103.0,413.0,0.0,860.0,0
137.93,2501.0,0.0,0.0,60.0,0
136.04,2082.0,2725.0,103.0,410.0,0
137.21,2298.0,2560.0,0.0,60.0,0
137.57,2398.0,1217.0,0.0,60.0,0
137.68,2429.0,419.0,0.0,60.0,0
137.8,2464.0,465.0,0.0,60.0,0
137.95,2507.0,558.0,7.0,60.0,0
138.0,2521.0,222.0,6.0,60.0,0
138.07,2542.0,303.0,10.0,60.0,0
138.13,2559.0,256.0,0.0,60.0,0
138.18,2574.0,234.0,0.0,60.0,0
138.16,2568.0,241.0,0.0,310.0,0
138.1,2550.0,102.0,0.0,310.0,0
138.05,2536.0,148.0,0.0,310.0,0
138.01,2524.0,171.0,0.0,60.0,0
138.0,2521.0,25.0,0.0,60.0,0
137.99,2518.0,25.0,0.0,60.0,0
137.99,2518.0,60.0,0.0,60.0,0
137.97,2512.0,0.0,0.0,60.0,0
137.96,2509.0,0.0,0.0,60.0,0
137.93,2501.0,0.0,0.0,60.0,0
137.91,2495.0,0.0,0.0,60.0,0
137.9,2492.0,25.0,2.0,60.0,0
137.98,2515.0,326.0,38.0,60.0,0
138.13,2559.0,569.0,44.0,60.0,0
138.18,2574.0,234.0,0.0,60.0,0
138.2,2580.0,129.0,0.0,60.0,0
138.21,2583.0,95.0,0.0,60.0,0
138.21,2583.0,60.0,0.0,60.0,0
138.2,2580.0,25.0,0.0,60.0,0
138.2,2580.0,60.0,0.0,60.0,0
138.19,2577.0,25.0,0.0,60.0,0
138.18,2574.0,25.0,0.0,60.0,0
138.17,2571.0,25.0,0.0,60.0,0
138.16,2568.0,25.0,0.0,60.0,0
138.15,2565.0,25.0,0.0,60.0,0
138.14,2562.0,25.0,6.0,60.0,0
138.16,2568.0,129.0,2.0,60.0,0
138.15,2565.0,25.0,0.0,60.0,0
138.16,2568.0,95.0,7.0,60.0,0
138.2,2580.0,199.0,16.0,60.0,0
138.24,2592.0,199.0,2.0,60.0,0
138.25,2595.0,95.0,0.0,60.0,0
138.26,2598.0,95.0,0.0,60.0,0
138.26,2598.0,60.0,0.0,60.0,0
138.26,2598.0,60.0,0.0,60.0,0
138.26,2598.0,60.0,0.0,60.0,0
138.25,2595.0,25.0,0.0,60.0,0
138.24,2592.0,25.0,0.0,60.0,0
138.23,2589.0,25.0,0.0,60.0,0
138.22,2586.0,25.0,0.0,60.0,0
138.25,2595.0,164.0,19.0,60.0,0
138.61,2703.0,1310.0,90.0,60.0,0
139.95,3131.0,994.0,0.0,994.0,0
140.0,3231.0,300.0,300.0,300.0,0
140.0,3231.0,300.0,0.0,300.0,0
140.0,3231.0,300.0,0.0,300.0,0
139.96,3134.0,0.0,0.0,300.0,0
139.91,3118.0,114.0,0.0,300.0,0
139.87,3104.0,35.0,0.0,150.0,0
139.86,3101.0,35.0,0.0,0.0,0
139.86,3101.0,0.0,0.0,0.0,0
139.86,3101.0,0.0,0.0,0.0,0
139.86,3101.0,0.0,0.0,0.0,0
139.85,3098.0,0.0,0.0,0.0,0
139.84,3095.0,0.0,0.0,0.0,0
139.83,3093.0,0.0,3.0,0.0,0
139.95,3131.0,1434.0,47.0,994.0,0
139.99,3146.0,174.0,0.0,0.0,0
140.0,3231.0,984.0,0.0,82.0,0
140.0,3231.0,82.0,0.0,82.0,0
140.0,3231.0,82.0,0.0,82.0,0
140.0,3231.0,82.0,0.0,82.0,0
140.0,3231.0,82.0,0.0,82.0,0
140.0,3231.0,82.0,0.0,82.0,0
139.99,3146.0,0.0,0.0,0.0,0
139.99,3146.0,0.0,0.0,0.0,0
139.99,3146.0,0.0,0.0,0.0,0
139.98,3142.0,0.0,0.0,0.0,0
139.98,3142.0,0.0,0.0,0.0,0
139.97,3138.0,0.0,0.0,0.0,0
139.96,3134.0,0.0,0.0,0.0,0
139.94,3128.0,0.0,0.0,0.0,0
139.93,3124.0,0.0,0.0,0.0,0
139.92,3121.0,0.0,0.0,0.0,0
139.91,3118.0,0.0,0.0,0.0,0
139.9,3114.0,0.0,0.0,0.0,0
139.88,3108.0,0.0,0.0,0.0,0
139.86,3101.0,0.0,0.0,0.0,0
139.84,3095.0,0.0,0.0,0.0,0
139.82,3090.0,0.0,0.0,0.0,0
139.8,3085.0,0.0,0.0,0.0,0
139.78,3077.0,0.0,0.0,0.0,0
139.76,3069.0,0.0,0.0,0.0,0
139.74,3061.0,0.0,0.0,0.0,0
139.72,3054.0,0.0,0.0,0.0,0
139.7,3048.0,0.0,0.0,0.0,0
139.68,3041.0,0.0,0.0,0.0,0
139.66,3035.0,0.0,0.0,0.0,0
139.65,3031.0,0.0,0.0,0.0,0
139.63,3025.0,0.0,0.0,0.0,0
139.61,3018.0,0.0,0.0,0.0,0
139.6,3015.0,0.0,0.0,0.0,0
139.59,3012.0,0.0,1.0,0.0,0
139.58,3009.0,0.0,1.0,0.0,0
139.57,3005.0,0.0,0.0,0.0,0
139.56,3002.0,0.0,0.0,0.0,0
139.55,2999.0,0.0,0.0,0.0,0
139.54,2995.0,0.0,0.0,0.0,0
139.54,2995.0,0.0,0.0,0.0,0
139.5,2982.0,0.0,0.0,0.0,0
139.49,2979.0,0.0,0.0,0.0,0
139.47,2973.0,0.0,0.0,0.0,0
139.45,2966.0,0.0,0.0,0.0,0
139.43,2960.0,0.0,0.0,0.0,0
139.41,2953.0,0.0,0.0,0.0,0
139.38,2944.0,0.0,0.0,0.0,0
139.35,2934.0,0.0,0.0,0.0,0
139.32,2924.0,0.0,0.0,0.0,0
139.29,2915.0,0.0,0.0,0.0,0
139.2,2886.0,0.0,0.0,500.0,0
139.09,2851.0,0.0,0.0,250.0,0
139.01,2826.0,0.0,0.0,250.0,0
138.93,2801.0,0.0,0.0,250.0,0
138.85,2776.0,0.0,0.0,250.0,0
138.77,2752.0,0.0,0.0,250.0,0
138.69,2727.0,0.0,0.0,250.0,0
138.61,2703.0,0.0,0.0,250.0,0
138.53,2678.0,0.0,0.0,250.0,0
138.45,2654.0,0.0,0.0,250.0,0
138.36,2627.0,0.0,0.0,250.0,0
138.28,2603.0,0.0,0.0,250.0,0
138.19,2577.0,0.0,0.0,250.0,0
138.1,2550.0,0.0,0.0,250.0,0
138.04,2533.0,53.0,18.0,250.0,0
138.02,2527.0,238.0,6.0,250.0,0
137.99,2518.0,146.0,4.0,250.0,0
137.94,2504.0,88.0,1.0,250.0,0
137.88,2487.0,53.0,0.0,250.0,0
137.8,2464.0,0.0,0.0,250.0,0
137.72,2441.0,0.0,0.0,250.0,0
137.63,2415.0,0.0,0.0,250.0,0
137.55,2393.0,0.0,0.0,250.0,0
137.76,2452.0,934.0,82.0,250.0,0
137.86,2481.0,300.0,25.0,0.0,0
137.87,2484.0,35.0,4.0,0.0,0
137.87,2484.0,0.0,0.0,0.0,0
137.86,2481.0,0.0,0.0,0.0,0
137.93,2501.0,231.0,58.0,0.0,0
137.93,2501.0,0.0,0.0,0.0,0
137.93,2501.0,0.0,0.0,0.0,0
137.92,2498.0,0.0,0.0,0.0,0
137.91,2495.0,0.0,0.0,0.0,0
137.9,2492.0,0.0,0.0,0.0,0
137.88,2487.0,0.0,0.0,0.0,0
137.87,2484.0,0.0,0.0,0.0,0
137.85,2478.0,0.0,0.0,0.0,0
137.84,2475.0,0.0,0.0,0.0,0
137.82,2469.0,0.0,0.0,0.0,0
137.8,2464.0,0.0,0.0,0.0,0
137.78,2458.0,0.0,0.0,0.0,0
137.75,2449.0,0.0,0.0,0.0,0
137.72,2441.0,0.0,0.0,0.0,0
137.69,2432.0,0.0,0.0,0.0,0
137.66,2424.0,0.0,0.0,0.0,0
137.63,2415.0,0.0,0.0,0.0,0
137.6,2407.0,0.0,0.0,0.0,0
137.57,2398.0,0.0,0.0,0.0,0
137.55,2393.0,0.0,0.0,0.0,0
137.52,2384.0,0.0,0.0,0.0,0
137.49,2376.0,0.0,0.0,0.0,0
137.46,2367.0,0.0,0.0,0.0,0
137.43,2359.0,0.0,0.0,0.0,0
137.4,2351.0,0.0,0.0,0.0,0
137.37,2342.0,0.0,0.0,0.0,0
137.35,2337.0,0.0,0.0,0.0,0
137.33,2331.0,0.0,0.0,0.0,0
137.31,2326.0,0.0,0.0,0.0,0
137.29,2320.0,0.0,0.0,0.0,0
137.26,2312.0,0.0,0.0,0.0,0
137.23,2304.0,0.0,0.0,0.0,0
137.2,2295.0,0.0,0.0,0.0,0
137.17,2287.0,0.0,0.0,0.0,0
137.14,2279.0,0.0,0.0,0.0,0
137.06,2257.0,0.0,0.0,300.0,0
136.92,2219.0,0.0,0.0,400.0,0
136.78,2182.0,0.0,0.0,400.0,0
136.64,2145.0,0.0,0.0,400.0,0
136.51,2111.0,0.0,0.0,400.0,0
136.38,2077.0,962.0,11.0,480.0,0
136.43,2090.0,630.0,0.0,480.0,0
136.44,2093.0,539.0,0.0,480.0,0
136.44,2093.0,597.0,0.0,589.0,0
136.45,2095.0,614.0,0.0,636.0,0
136.43,2090.0,580.0,0.0,636.0,0
136.43,2090.0,636.0,0.0,636.0,0
136.47,2100.0,672.0,0.0,636.0,0
136.5,2108.0,728.0,0.0,636.0,0
136.52,2113.0,717.0,0.0,636.0,0
136.53,2116.0,680.0,0.0,636.0,0
136.54,2119.0,675.0,0.0,636.0,0
136.55,2121.0,645.0,0.0,636.0,0
136.54,2119.0,670.0,0.0,700.0,0
136.52,2113.0,629.0,0.0,700.0,0
136.5,2108.0,653.0,0.0,700.0,0
136.56,2124.0,651.0,0.0,700.0,0
136.6,2134.0,816.0,6.0,700.0,0
136.58,2129.0,617.0,0.0,700.0,0
136.56,2124.0,623.0,0.0,700.0,0
136.54,2119.0,648.0,0.0,700.0,0
136.51,2111.0,611.0,0.0,700.0,0
136.62,2137.0,1001.0,33.0,700.0,0
136.57,2127.0,555.0,0.0,700.0,0
136.53,2116.0,575.0,0.0,700.0,0
136.45,2095.0,467.0,1.0,700.0,0
136.4,2082.0,564.0,0.0,700.0,0
136.41,2085.0,735.0,0.0,700.0,0
136.53,2116.0,1089.0,31.0,730.0,0
136.63,2142.0,1001.0,16.0,700.0,0
136.68,2155.0,850.0,3.0,700.0,0
136.71,2163.0,818.0,4.0,700.0,0
136.9,2214.0,940.0,56.0,350.0,0
137.48,2373.0,2190.0,97.0,350.0,0
139.5,2982.0,3391.0,22.0,1420.0,0
139.61,3018.0,2789.0,7.0,2372.0,0
139.71,3051.0,2095.0,14.0,1713.0,0
139.83,3093.0,486.0,0.0,0.0,0
140.0,3231.0,1597.0,0.0,0.0,0
140.0,3231.0,744.0,0.0,744.0,0
140.0,3231.0,497.0,0.0,497.0,0
140.0,3231.0,497.0,0.0,497.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,497.0,2.0,497.0,0
140.0,3231.0,497.0,4.0,497.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,0.0,0.0,0.0,0
140.0,3231.0,0.0,0.0,0.0,0
139.99,3213.0,0.0,0.0,0.0,0
139.98,3186.0,0.0,0.0,0.0,0
139.97,3159.0,0.0,0.0,0.0,0
139.96,3134.0,0.0,0.0,0.0,0
139.92,3121.0,0.0,0.0,0.0,0
139.88,3108.0,0.0,0.0,0.0,0
139.85,3098.0,0.0,0.0,0.0,0
139.81,3087.0,0.0,0.0,0.0,0
139.77,3073.0,0.0,0.0,0.0,0
139.73,3058.0,0.0,0.0,0.0,0
139.69,3045.0,0.0,0.0,0.0,0
139.65,3031.0,0.0,0.0,0.0,0
139.62,3022.0,0.0,0.0,0.0,0
139.59,3012.0,0.0,0.0,0.0,0
139.55,2999.0,0.0,0.0,0.0,0
139.52,2989.0,0.0,0.0,0.0,0
139.5,2982.0,0.0,2.0,0.0,0
139.49,2979.0,0.0,0.0,0.0,0
139.48,2976.0,0.0,0.0,0.0,0
139.47,2973.0,0.0,0.0,0.0,0
139.44,2963.0,0.0,0.0,0.0,0
139.41,2953.0,0.0,0.0,0.0,0
139.38,2944.0,0.0,0.0,0.0,0
139.35,2934.0,0.0,0.0,0.0,0
139.31,2921.0,0.0,0.0,0.0,0
139.31,2921.0,68.0,0.0,0.0,0
139.32,2924.0,135.0,0.0,0.0,0
139.32,2924.0,147.0,0.0,0.0,0
139.31,2921.0,112.0,0.0,0.0,0
139.3,2918.0,117.0,0.0,0.0,0
139.31,2921.0,147.0,0.0,0.0,0
139.32,2924.0,145.0,0.0,0.0,0
139.34,2931.0,170.0,0.0,0.0,0
139.35,2934.0,168.0,0.0,0.0,0
139.35,2934.0,182.0,0.0,0.0,0
139.38,2944.0,248.0,0.0,0.0,0
139.43,2960.0,283.0,0.0,0.0,0
139.47,2973.0,317.0,0.0,0.0,0
139.53,2992.0,349.0,0.0,0.0,0
139.6,3015.0,354.0,0.0,0.0,0
139.63,3025.0,342.0,0.0,0.0,0
139.67,3038.0,336.0,0.0,300.0,0
139.63,3025.0,323.0,0.0,300.0,0
139.62,3022.0,309.0,0.0,300.0,0
139.6,3015.0,274.0,0.0,300.0,0
139.56,3002.0,256.0,0.0,300.0,0
139.51,2986.0,235.0,0.0,300.0,0
139.44,2963.0,179.0,0.0,300.0,0
139.4,2950.0,123.0,0.0,300.0,0
139.3,2918.0,102.0,0.0,300.0,0
139.25,2902.0,130.0,0.0,300.0,0
139.2,2886.0,150.0,0.0,300.0,0
139.14,2867.0,150.0,0.0,300.0,0
139.1,2854.0,169.0,0.0,300.0,0
139.05,2839.0,162.0,0.0,300.0,0
139.0,2823.0,162.0,0.0,300.0,0
138.94,2804.0,173.0,0.0,300.0,0
138.9,2792.0,200.0,0.0,300.0,0
138.87,2782.0,250.0,0.0,300.0,0
138.83,2770.0,284.0,0.0,300.0,0
138.8,2761.0,288.0,0.0,300.0,0
138.8,2761.0,340.0,0.0,300.0,0
138.8,2761.0,385.0,0.0,300.0,0
138.82,2767.0,410.0,0.0,300.0,0
138.83,2770.0,418.0,0.0,300.0,0
138.85,2776.0,425.0,0.0,300.0,0
138.88,2786.0,425.0,0.0,300.0,0
138.9,2795.0,422.0,0.0,300.0,0
