date,level,storage,inflow,outflow,rainfall
29/06/2004,115.54,5.5,0,0,1
30/06/2004,115.52,5.5,0,0,0
01/07/2004,115.5,5.4,0,0,0
02/07/2004,115.48,5.3,0,0,0
03/07/2004,115.46,5.3,0,0,0
04/07/2004,115.54,5.6,3,0,4
05/07/2004,115.53,5.5,0,0,0
06/07/2004,115.58,5.7,2,0,3
07/07/2004,115.57,5.7,0,0,0
08/07/2004,115.56,5.6,0,0,0
09/07/2004,115.55,5.6,0,0,0
10/07/2004,115.54,5.6,0,0,0
11/07/2004,115.54,5.6,0,0,2
12/07/2004,115.53,5.5,0,0,0
13/07/2004,115.52,5.5,0,0,0
14/07/2004,115.51,5.5,0,0,0
15/07/2004,115.5,5.4,0,0,0
16/07/2004,115.49,5.4,0,0,0
17/07/2004,115.48,5.4,0,0,0
18/07/2004,115.47,5.3,0,0,0
19/07/2004,115.45,5.3,0,0,0
20/07/2004,115.43,5.2,0,0,0
21/07/2004,115.4,5.1,0,0,0
22/07/2004,115.35,4.9,0,0,0
23/07/2004,115.25,4.6,0,0,0
24/07/2004,115.15,4.3,0,0,0
25/07/2004,115.1,4,0,0,0
26/07/2004,115.1,4.1,2,0,16
27/07/2004,115,3.9,0,0,0
28/07/2004,114.9,3.6,0,0,0
29/07/2004,114.9,3.6,0,0,7
30/07/2004,114.9,3.6,0,0,10
31/07/2004,114.86,3.5,0,0,0
01/08/2004,114.86,3.5,0,0,1
02/08/2004,114.83,3.4,0,0,0
03/08/2004,114.79,3.3,0,0,0
04/08/2004,114.79,3.3,0,0,1
05/08/2004,114.75,3.2,0,0,0
06/08/2004,114.75,3.2,0,0,9
07/08/2004,114.72,3.1,0,0,0
08/08/2004,114.68,3,0,0,0
09/08/2004,114.68,3,0,0,5
10/08/2004,114.6,2.9,0,0,0
11/08/2004,114.6,2.8,0,0,0
12/08/2004,114.56,2.7,0,0,0
13/08/2004,114.56,2.7,0,0,2
14/08/2004,114.56,2.7,0,0,3
15/08/2004,114.52,2.6,0,0,0
16/08/2004,114.52,2.6,0,0,4
17/08/2004,114.48,2.5,0,0,0
18/08/2004,114.43,2.4,0,0,0
19/08/2004,114.43,2.4,0,0,1
20/08/2004,114.39,2.3,0,0,0
21/08/2004,114.34,2.2,0,0,0
22/08/2004,114.3,2.1,0,0,0
23/08/2004,114.25,2,0,0,0
24/08/2004,114.2,1.9,0,0,0
25/08/2004,114.15,1.8,0,0,0
26/08/2004,114.1,1.7,0,0,0
27/08/2004,114.05,1.6,0,0,0
28/08/2004,114,1.5,0,0,0
29/08/2004,113.94,1.4,0,0,0
30/08/2004,113.88,1.3,0,0,0
31/08/2004,113.88,1.3,0,0,2
01/09/2004,113.82,1.2,0,0,0
02/09/2004,113.75,1.1,0,0,0
03/09/2004,113.69,1,0,0,0
04/09/2004,113.61,0.9,0,0,0
05/09/2004,113.61,0.9,0,0,27
06/09/2004,114.1,1.7,9,0,21
07/09/2004,114.1,1.7,0,0,0
08/09/2004,114.2,1.9,2,0,10
09/09/2004,114.2,1.9,0,0,0
10/09/2004,114.5,2.5,7,0,39
11/09/2004,114.5,2.5,0,0,0
12/09/2004,114.43,2.4,0,0,0
13/09/2004,114.39,2.3,0,0,0
14/09/2004,114.34,2.15,0,0,0
15/09/2004,114.3,2.1,0,0,0
16/09/2004,114.25,2,0,0,0
17/09/2004,114.25,2,0,0,2
18/09/2004,114.2,1.9,0,0,0
19/09/2004,114.15,1.8,0,0,0
20/09/2004,114.75,3.2,16,0,24
21/09/2004,115.2,4.5,15,0,29
22/09/2004,115.5,5.4,11,0,0
23/09/2004,115.8,6.5,12,0,2
24/09/2004,116.1,7.7,13,0,15
25/09/2004,116.4,8.9,14,0,2
26/09/2004,116.8,9.8,10,0,3
27/09/2004,116.8,10.7,10,0,0
28/09/2004,117.2,11.7,11,0,6
29/09/2004,117.1,12.2,6,0,0
30/09/2004,117.4,13.7,17,0,22
01/10/2004,117.5,14.2,0,0,0
02/10/2004,117.7,15.3,13,0,0
03/10/2004,118,17.1,20,0,9
04/10/2004,118.1,17.7,7,0,4
05/10/2004,118.2,18.3,7,0,0
06/10/2004,118.25,18.6,4,0,0
07/10/2004,118.25,18.6,0,0,0
08/10/2004,118.25,18.6,0,0,0
09/10/2004,118.23,18.5,0,0,0
10/10/2004,118.22,18.4,0,0,0
11/10/2004,118.3,18.9,6,0,28
12/10/2004,118.35,19.2,4,0,0
13/10/2004,118.35,19.2,0,0,0
14/10/2004,118.35,19.2,0,0,0
15/10/2004,118.33,19.1,0,0,0
16/10/2004,118.31,19,0,0,0
17/10/2004,118.3,18.9,0,0,0
18/10/2004,118.45,19.9,12,0,31
19/10/2004,118.5,20.3,5,0,13
20/10/2004,118.53,20.5,2,0,1
21/10/2004,118.6,21,6,0,0
22/10/2004,118.75,22.2,14,0,3
23/10/2004,118.84,22.9,8,0,5
24/10/2004,118.89,23.4,6,0,10
25/10/2004,118.89,23.4,0,0,0
26/10/2004,119.05,24.8,16,0,4
27/10/2004,119.35,27.7,34,0,17
28/10/2004,119.55,29.8,24,0,5
29/10/2004,119.85,33.1,38,0,18
30/10/2004,120.2,37.4,50,0,41
31/10/2004,120.75,45,88,0,65
01/11/2004,121.05,49.6,53,0,0
02/11/2004,121.2,52,28,0,0
03/11/2004,121.35,54.4,28,0,0
04/11/2004,121.5,57,30,0,0
05/11/2004,121.55,58,12,0,0
06/11/2004,121.8,63.7,66,0,62
07/11/2004,122.2,74.5,125,0,11
08/11/2004,122.65,92.8,117,0,17
09/11/2004,123,109.2,190,0,2
10/11/2004,123.2,119.7,122,0,0
11/11/2004,123.35,128.1,97,0,0
12/11/2004,123.4,131,34,0,10
13/11/2004,123.65,146.4,178,0,34
14/11/2004,124.05,173.7,316,0,0
15/11/2004,124.2,184.8,128,0,0
16/11/2004,124.3,192.4,88,0,0
17/11/2004,124.35,196.3,45,0,0
18/11/2004,124.36,197.1,17,0,0
19/11/2004,124.37,197.9,17,0,0
20/11/2004,124.38,198.7,17,0,0
21/11/2004,124.38,198.7,8,0,0
22/11/2004,124.38,198.7,8,0,0
23/11/2004,124.38,198.7,8,0,0
24/11/2004,124.38,198.7,8,0,0
25/11/2004,124.37,197.9,0,0,0
26/11/2004,124.38,198.7,9,0,23
27/11/2004,124.6,216.6,207,0,42
28/11/2004,124.7,225.1,98,0,7
29/11/2004,124.95,247,253,0,0
30/11/2004,125.35,283.6,424,0,0
01/12/2004,125.77,324.2,470,0,0
02/12/2004,126.15,363,448,0,0
03/12/2004,126.51,401.3,444,0,0
04/12/2004,126.86,440.3,451,0,0
05/12/2004,127.19,478.4,441,0,0
06/12/2004,127.51,516.7,443,0,0
07/12/2004,127.81,553.8,441,0,0
08/12/2004,128.08,588.1,412,0,0
09/12/2004,128.3,616.5,403,0,4
10/12/2004,128.51,643.9,408,0,0
11/12/2004,128.74,674.1,460,0,0
12/12/2004,128.98,706.1,460,0,0
13/12/2004,129.15,728.9,430,0,0
14/12/2004,129.3,749.2,380,0,0
15/12/2004,129.48,773.8,360,0,0
16/12/2004,129.6,790.2,370,114,0
17/12/2004,129.72,806.8,395,334,0
18/12/2004,129.76,812.3,395,334,0
19/12/2004,129.8,817.8,398,334,0
20/12/2004,129.83,822,380,334,0
21/12/2004,129.84,823.4,351,334,0
22/12/2004,129.84,823.4,320,320,0
23/12/2004,129.84,823.4,310,310,0
24/12/2004,129.84,823.4,305,310,0
25/12/2004,129.84,823.4,300,305,0
26/12/2004,129.84,823.4,300,300,0
27/12/2004,129.84,823.4,295,300,0
28/12/2004,129.84,823.4,270,270,0
29/12/2004,129.82,820.7,240,270,0
30/12/2004,129.78,815.1,240,300,0
31/12/2004,129.75,810.9,235,300,0
01/01/2005,129.71,805.4,240,300,0
02/01/2005,129.67,799.9,240,300,0
03/01/2005,129.63,794.4,230,300,0
04/01/2005,129.6,790.2,255,300,0
05/01/2005,129.61,791.6,310,300,0
06/01/2005,140,3231,0,0,0
07/01/2005,129.74,809.6,430,300,0
08/01/2005,129.83,822.1,455,350,0
09/01/2005,129.88,829,455,350,0
10/01/2005,129.93,836,445,350,0
11/01/2005,129.98,843,445,350,0
12/01/2005,130.03,850,450,350,0
13/01/2005,130.07,855.6,435,350,0
14/01/2005,130.11,861.2,445,350,0
15/01/2005,130.15,866.9,450,350,0
16/01/2005,130.19,872.5,445,350,0
17/01/2005,130.22,876.8,420,350,0
18/01/2005,130.23,878.2,395,400,0
19/01/2005,130.21,875.3,380,400,0
20/01/2005,130.17,869.7,360,400,0
21/01/2005,130.13,864.1,340,400,0
22/01/2005,130.09,858.4,340,400,0
23/01/2005,130.05,852.8,355,400,0
24/01/2005,130.03,850,375,400,0
25/01/2005,130.06,854.2,450,400,0
26/01/2005,130.1,859.8,465,400,0
27/01/2005,130.13,864,445,400,0
28/01/2005,130.13,864,405,400,0
29/01/2005,130.12,862.6,380,400,0
30/01/2005,130.11,861.2,385,400,0
31/01/2005,130.09,858.4,365,400,0
01/02/2005,130.04,851.4,325,400,0
02/02/2005,129.98,842.9,295,400,0
03/02/2005,129.92,834.6,300,400,0
04/02/2005,129.88,829,330,400,0
05/02/2005,129.85,824.8,360,400,0
06/02/2005,129.83,822,365,400,0
07/02/2005,129.8,817.8,360,400,0
08/02/2005,129.78,815.1,335,400,0
09/02/2005,129.75,810.9,315,400,0
10/02/2005,129.72,806.8,285,380,0
11/02/2005,129.66,798.5,255,350,0
12/02/2005,129.62,792.9,245,330,0
13/02/2005,129.55,783.3,215,330,0
14/02/2005,129.46,771,193,330,0
15/02/2005,129.33,756,175,330,0
16/02/2005,129.25,742.4,170,330,0
17/02/2005,129.15,728.9,165,330,0
18/02/2005,129.05,715.6,155,300,0
19/02/2005,128.95,702,140,300,0
20/02/2005,128.85,688.7,140,300,0
21/02/2005,128.74,674.1,110,270,0
22/02/2005,128.62,658.3,85,360,0
23/02/2005,128.43,633.4,70,360,0
24/02/2005,128.25,610,80,360,0
25/02/2005,128.07,586.8,85,360,0
26/02/2005,127.88,562.6,75,350,0
27/02/2005,127.68,537.6,65,330,0
28/02/2005,127.5,515.5,45,280,0
01/03/2005,127.33,495,40,280,0
02/03/2005,127.14,472.5,25,280,0
03/03/2005,126.95,450.5,25,270,0
04/03/2005,126.76,428.9,20,270,0
05/03/2005,126.57,407.9,20,270,0
06/03/2005,126.38,387.3,20,240,0
07/03/2005,126.2,368.2,15,210,0
08/03/2005,126.04,351.5,10,200,0
09/03/2005,125.89,336.2,5,180,0
10/03/2005,125.76,323.2,0,150,0
11/03/2005,125.64,311.4,0,130,0
12/03/2005,125.64,300.7,0,125,0
13/03/2005,125.4,288.3,0,120,0
14/03/2005,125.3,278.9,22,120,26
15/03/2005,125.18,267.8,0,110,0
16/03/2005,125.08,258.6,0,95,0
17/03/2005,124.99,250.5,0,85,0
18/03/2005,124.91,243.4,0,70,0
19/03/2005,124.83,236.4,0,60,0
20/03/2005,124.76,230.3,0,50,0
21/03/2005,124.7,225.1,0,50,0
22/03/2005,124.68,223.4,0,0,0
23/03/2005,124.67,222.5,0,0,0
24/03/2005,124.66,221.7,0,0,0
25/03/2005,124.65,220.8,0,0,0
26/03/2005,124.64,220,0,0,0
27/03/2005,124.63,219.2,0,0,0
28/03/2005,124.62,218.3,0,0,0
29/03/2005,124.61,217.5,0,0,0
30/03/2005,124.6,216.6,0,0,0
31/03/2005,124.59,215.8,0,0,0
01/04/2005,124.58,214.9,0,0,0
02/04/2005,124.57,214.1,0,0,0
03/04/2005,124.56,213.3,0,0,0
04/04/2005,124.55,212.5,0,0,3
05/04/2005,124.58,214.9,28,0,14
06/04/2005,124.83,236.4,249,0,59
07/04/2005,124.82,235.5,0,0,0
08/04/2005,125.07,257.7,255,0,75
09/04/2005,125.06,256.8,0,0,0
10/04/2005,125.05,255.9,0,0,0
11/04/2005,125.04,255,0,0,0
12/04/2005,125.03,254.1,0,0,0
13/04/2005,125.02,253.2,0,0,0
14/04/2005,125.01,252.3,0,0,0
15/04/2005,125,251.4,0,0,0
16/04/2005,124.99,250.5,0,0,0
17/04/2005,124.98,249.6,0,0,0
18/04/2005,124.97,248.7,0,0,0
19/04/2005,124.96,247.8,0,0,0
20/04/2005,124.95,246.9,0,0,0
21/04/2005,124.94,246,0,0,0
22/04/2005,124.93,245.2,0,0,0
23/04/2005,124.92,244.3,0,0,0
24/04/2005,124.91,243.4,0,0,0
25/04/2005,124.9,242.5,0,0,0
26/04/2005,124.89,241.6,0,0,0
27/04/2005,124.88,240.8,0,0,0
28/04/2005,124.87,239.9,0,0,0
29/04/2005,124.86,239,0,0,1
30/04/2005,124.84,237.3,0,0,0
01/05/2005,124.82,235.5,0,0,0
02/05/2005,124.85,238.1,30,0,15
03/05/2005,124.83,236.4,30,0,0
04/05/2005,124.81,234.6,0,0,0
05/05/2005,124.79,232.9,0,0,0
06/05/2005,124.77,231.2,0,0,0
07/05/2005,124.77,231.2,0,0,8
08/05/2005,124.75,229.4,0,0,8
09/05/2005,124.73,227.7,0,0,8
10/05/2005,124.71,226,0,0,0
11/05/2005,124.69,224.3,0,0,0
12/05/2005,124.67,222.6,0,0,0
13/05/2005,124.65,220.9,0,0,0
14/05/2005,124.63,219.2,0,0,0
15/05/2005,124.61,217.5,0,0,0
16/05/2005,124.59,215.8,0,0,0
17/05/2005,124.57,214.1,0,0,0
18/05/2005,124.55,212.5,0,0,0
19/05/2005,124.52,210,0,0,0
20/05/2005,124.49,207.5,0,0,0
21/05/2005,124.46,205.1,0,0,0
22/05/2005,124.43,202.7,0,0,0
23/05/2005,124.4,200.3,0,0,0
24/05/2005,124.37,197.9,0,0,0
25/05/2005,124.34,195.5,0,0,0
26/05/2005,124.31,193.2,0,0,5
27/05/2005,124.28,190.9,0,0,0
28/05/2005,124.25,188.7,0,0,0
29/05/2005,124.22,186.3,0,0,0
30/05/2005,124.19,184,0,0,8
31/05/2005,124.16,181.8,0,0,0
01/06/2005,124.13,179.5,0,0,0
02/06/2005,124.1,177.3,0,0,0
03/06/2005,124.07,175.1,0,0,0
04/06/2005,124.05,173.7,0,0,17
05/06/2005,124.02,171.5,0,0,0
06/06/2005,123.99,169.4,0,0,0
07/06/2005,123.96,167.2,0,0,0
08/06/2005,123.93,165.1,0,0,0
09/06/2005,123.91,163.7,0,0,7
10/06/2005,132.2,1177,0,214,0
11/06/2005,132.06,1153,0,214,0
12/06/2005,131.92,1130,0,214,0
13/06/2005,123.79,155.6,0,0,0
14/06/2005,123.76,153.6,0,0,0
15/06/2005,123.73,151.6,0,0,0
16/06/2005,123.7,149.6,0,0,0
17/06/2005,123.67,147.7,0,0,0
18/06/2005,123.64,145.7,0,0,0
19/06/2005,123.61,143.8,0,0,0
20/06/2005,123.58,141.9,0,0,0
21/06/2005,123.6,143.2,15,0,21
22/06/2005,123.58,141.9,0,0,0
23/06/2005,123.56,140.7,0,0,1
24/06/2005,123.53,138.9,0,0,0
25/06/2005,123.5,137,0,0,0
26/06/2005,123.47,135.2,0,0,0
27/06/2005,123.42,133.4,0,0,0
28/06/2005,123.41,131.6,0,0,0
29/06/2005,123.38,129.9,0,0,0
30/06/2005,123.35,128.1,0,0,0
01/07/2005,123.32,126.4,0,0,0
02/07/2005,123.29,124.7,0,0,0
03/07/2005,123.26,123,0,0,1
04/07/2005,123.23,121.3,0,0,0
05/07/2005,123.2,119.7,0,0,0
06/07/2005,123.18,118.6,0,0,9
07/07/2005,123.15,117,0,0,0
08/07/2005,123.12,115.4,0,0,0
09/07/2005,123.09,113.8,0,0,0
10/07/2005,123.06,112.3,0,0,0
11/07/2005,123.03,110.7,0,0,0
12/07/2005,123,109.2,0,0,0
13/07/2005,122.97,107.7,0,0,0
14/07/2005,122.94,106.2,0,0,0
15/07/2005,122.92,105.2,0,0,17
16/07/2005,122.89,103.8,0,0,0
17/07/2005,122.86,102.3,0,0,0
18/07/2005,122.83,100.9,0,0,0
19/07/2005,122.8,99.5,0,0,3
20/07/2005,122.78,98.6,0,0,10
21/07/2005,122.8,99.5,10,0,19
22/07/2005,122.77,98.1,0,0,0
23/07/2005,122.75,97.2,0,0,7
24/07/2005,122.73,96.3,0,0,5
25/07/2005,122.7,95,0,0,0
26/07/2005,122.68,94.1,0,0,0
27/07/2005,122.66,93.3,0,0,0
28/07/2005,122.64,92.4,0,0,0
29/07/2005,122.62,91.5,0,0,0
30/07/2005,122.6,90.7,0,0,0
31/07/2005,122.58,89.9,0,0,0
01/08/2005,122.56,89,0,0,1
02/08/2005,122.54,88.2,0,0,0
03/08/2005,122.52,87.4,0,0,0
04/08/2005,122.5,86.6,0,0,0
05/08/2005,122.48,85.8,0,0,0
06/08/2005,122.46,85,0,0,0
07/08/2005,122.44,84.2,0,0,0
08/08/2005,122.42,83.5,0,0,0
09/08/2005,122.41,83.1,0,0,5
10/08/2005,122.39,82.3,0,0,0
11/08/2005,122.37,81.6,0,0,1
12/08/2005,122.35,80.8,0,0,0
13/08/2005,122.33,80.1,0,0,0
14/08/2005,122.31,79.4,0,0,0
15/08/2005,122.34,80.5,13,0,20
16/08/2005,122.37,81.6,13,0,19
17/08/2005,122.42,83.3,22,0,26
18/08/2005,122.4,82.7,0,0,0
19/08/2005,122.38,81.9,0,0,0
20/08/2005,122.36,81.2,0,0,0
21/08/2005,122.34,80.5,0,0,0
22/08/2005,122.32,79.7,0,0,0
23/08/2005,122.31,79.4,0,0,5
24/08/2005,122.29,78.7,0,0,0
25/08/2005,122.27,77.9,0,0,0
26/08/2005,122.42,83.5,65,0,51
27/08/2005,122.41,83.1,0,0,1
28/08/2005,122.39,82.3,0,0,0
29/08/2005,122.37,81.6,0,0,0
30/08/2005,122.35,80.8,0,0,0
31/08/2005,122.33,80.1,0,0,2
01/09/2005,122.31,79.4,0,0,0
02/09/2005,122.3,79,0,0,5
03/09/2005,122.28,78.3,0,0,0
04/09/2005,122.12,72.9,0,90,0
05/09/2005,121.84,64.8,0,90,9
06/09/2005,121.48,56.7,0,90,0
07/09/2005,121.3,52.4,40,90,41
08/09/2005,121.1,50.4,67,90,3
09/09/2005,120.8,45.7,27,80,8
10/09/2005,120.4,40.1,0,65,6
11/09/2005,120.1,36.2,20,65,27
12/09/2005,119.8,32.5,0,43,0
13/09/2005,119.48,29,0,40,0
14/09/2005,119.08,25.1,0,40,0
15/09/2005,118.67,21.6,0,40,0
16/09/2005,118.16,18,0,40,5
17/09/2005,117.62,14.9,0,35,0
18/09/2005,117.03,11.8,0,35,0
19/09/2005,116.65,10,0,20,0
20/09/2005,116.45,9.1,0,0,0
21/09/2005,116.43,9,0,0,0
22/09/2005,116.4,8.9,0,0,0
23/09/2005,116.7,10.2,15,0,17
24/09/2005,116.67,10.1,0,0,0
25/09/2005,117.6,14.6,54,0,63
26/09/2005,117.7,15.3,54,0,0
27/09/2005,117.67,15.2,0,0,0
28/09/2005,117.9,16.5,15,0,41
29/09/2005,118.2,18.3,21,0,0
30/09/2005,118.18,18.18,0,0,0
01/10/2005,118.18,18.18,0,0,0
02/10/2005,118.17,18.08,0,0,0
03/10/2005,118.17,18.08,0,0,5
04/10/2005,118.2,18.3,2,0,3
05/10/2005,118.22,18.4,2,0,0
06/10/2005,118.22,18.4,0,0,0
07/10/2005,118.2,18.3,0,0,0
08/10/2005,118.19,18.2,0,0,0
09/10/2005,118.19,18.2,0,0,3
10/10/2005,118.19,18.2,0,0,0
11/10/2005,118.19,18.2,0,0,6
12/10/2005,118.55,20.7,29,0,47
13/10/2005,120.2,37.4,193,0,36
14/10/2005,122.9,104.3,774,0,61
15/10/2005,124.1,177.3,845,0,0
16/10/2005,124.65,220.9,505,0,0
17/10/2005,125,251.4,353,0,0
18/10/2005,125.32,280.8,340,0,0
19/10/2005,125.75,322.2,479,0,13
20/10/2005,126.25,373.4,593,0,53
21/10/2005,126.8,433.3,693,0,0
22/10/2005,127.4,503.4,811,0,2
23/10/2005,127.95,571.5,788,0,14
24/10/2005,128.5,642.6,823,0,19
25/10/2005,129,708.9,765,0,5
26/10/2005,129.6,790.2,943,0,15
27/10/2005,130.2,873.9,969,0,52
28/10/2005,132.4,1211,3902,0,123
29/10/2005,133.55,1426.1,2490,0,0
30/10/2005,133.85,1487.1,706,0,0
31/10/2005,134.1,1539.4,605,0,14
01/11/2005,134.3,1582.4,498,0,0
