level,storage,inflow,rainfall,outflow,next_storage,label
116.1,7.7,0.0,0.0,0.0,7.6,1
116.08,7.6,0.0,0.0,0.0,7.6,1
116.08,7.6,0.0,2.0,0.0,7.8,1
116.14,7.8,2.0,3.0,0.0,8.1,1
116.2,8.1,3.0,0.0,0.0,8.3,1
116.25,8.3,3.0,0.0,0.0,6.6,1
115.82,6.6,3.0,0.0,45.0,4.6,1
115.23,4.6,2.0,0.0,25.0,4.1,1
115.08,4.1,0.0,0.0,5.0,3.7,1
114.96,3.7,0.0,3.0,0.0,3.7,1
114.96,3.7,0.0,0.0,0.0,4.5,1
115.2,4.5,0.0,5.0,9.0,4.8,1
115.3,4.8,4.0,9.0,0.0,4.9,1
115.35,4.9,1.0,4.0,0.0,4.9,1
115.35,4.9,0.0,0.0,0.0,4.9,1
115.35,4.9,0.0,2.0,0.0,4.9,1
115.35,4.9,0.0,0.0,0.0,4.8,1
115.3,4.8,0.0,0.0,0.0,5.1,1
115.4,5.1,3.0,5.0,0.0,6.0,1
115.65,6.0,10.0,19.0,0.0,6.3,1
115.75,6.3,4.0,2.0,0.0,6.9,1
115.9,6.9,7.0,6.0,0.0,7.1,1
115.95,7.1,2.0,0.0,0.0,7.1,1
115.95,7.1,0.0,0.0,0.0,7.1,1
115.95,7.1,0.0,0.0,0.0,7.0,1
115.92,7.0,0.0,0.0,0.0,6.9,1
115.9,6.9,0.0,0.0,0.0,6.8,1
115.87,6.8,0.0,0.0,0.0,6.7,1
115.84,6.7,0.0,0.0,0.0,6.6,1
115.82,6.6,0.0,0.0,0.0,6.5,1
115.79,6.5,0.0,0.0,0.0,6.4,1
115.76,6.4,0.0,0.0,0.0,6.3,1
115.72,6.3,0.0,0.0,0.0,6.2,1
115.69,6.2,0.0,0.0,0.0,6.0,1
115.66,6.0,0.0,0.0,0.0,5.9,1
115.63,5.9,0.0,0.0,0.0,5.8,1
115.6,5.8,0.0,0.0,0.0,5.7,1
115.58,5.7,0.0,0.0,0.0,5.6,1
115.56,5.6,0.0,0.0,0.0,5.5,1
115.54,5.5,0.0,1.0,0.0,5.5,1
115.52,5.5,0.0,0.0,0.0,5.4,1
115.5,5.4,0.0,0.0,0.0,5.3,1
115.48,5.3,0.0,0.0,0.0,5.3,1
115.46,5.3,0.0,0.0,0.0,5.6,1
115.54,5.6,3.0,4.0,0.0,5.5,1
115.53,5.5,0.0,0.0,0.0,5.7,1
115.58,5.7,2.0,3.0,0.0,5.7,1
115.57,5.7,0.0,0.0,0.0,5.6,1
115.56,5.6,0.0,0.0,0.0,5.6,1
115.55,5.6,0.0,0.0,0.0,5.6,1
115.54,5.6,0.0,0.0,0.0,5.6,1
115.54,5.6,0.0,2.0,0.0,5.5,1
115.53,5.5,0.0,0.0,0.0,5.5,1
115.52,5.5,0.0,0.0,0.0,5.5,1
115.51,5.5,0.0,0.0,0.0,5.4,1
115.5,5.4,0.0,0.0,0.0,5.4,1
115.49,5.4,0.0,0.0,0.0,5.4,1
115.48,5.4,0.0,0.0,0.0,5.3,1
115.47,5.3,0.0,0.0,0.0,5.3,1
115.45,5.3,0.0,0.0,0.0,5.2,1
115.43,5.2,0.0,0.0,0.0,5.1,1
115.4,5.1,0.0,0.0,0.0,4.9,1
115.35,4.9,0.0,0.0,0.0,4.6,1
115.25,4.6,0.0,0.0,0.0,4.3,1
115.15,4.3,0.0,0.0,0.0,4.0,1
115.1,4.0,0.0,0.0,0.0,4.1,1
115.1,4.1,2.0,16.0,0.0,3.9,1
115.0,3.9,0.0,0.0,0.0,3.6,1
114.9,3.6,0.0,0.0,0.0,3.6,1
114.9,3.6,0.0,7.0,0.0,3.6,1
114.9,3.6,0.0,10.0,0.0,3.5,1
114.86,3.5,0.0,0.0,0.0,3.5,1
114.86,3.5,0.0,1.0,0.0,3.4,1
114.83,3.4,0.0,0.0,0.0,3.3,1
114.79,3.3,0.0,0.0,0.0,3.3,1
114.79,3.3,0.0,1.0,0.0,3.2,1
114.75,3.2,0.0,0.0,0.0,3.2,1
114.75,3.2,0.0,9.0,0.0,3.1,1
114.72,3.1,0.0,0.0,0.0,3.0,1
114.68,3.0,0.0,0.0,0.0,3.0,1
114.68,3.0,0.0,5.0,0.0,2.9,1
114.6,2.9,0.0,0.0,0.0,2.8,1
114.6,2.8,0.0,0.0,0.0,2.7,1
114.56,2.7,0.0,0.0,0.0,2.7,1
114.56,2.7,0.0,2.0,0.0,2.7,1
114.56,2.7,0.0,3.0,0.0,2.6,1
114.52,2.6,0.0,0.0,0.0,2.6,1
114.52,2.6,0.0,4.0,0.0,2.5,1
114.48,2.5,0.0,0.0,0.0,2.4,1
114.43,2.4,0.0,0.0,0.0,2.4,1
114.43,2.4,0.0,1.0,0.0,2.3,1
114.39,2.3,0.0,0.0,0.0,2.2,1
114.34,2.2,0.0,0.0,0.0,2.1,1
114.3,2.1,0.0,0.0,0.0,2.0,1
114.25,2.0,0.0,0.0,0.0,1.9,1
114.2,1.9,0.0,0.0,0.0,1.8,1
114.15,1.8,0.0,0.0,0.0,1.7,1
114.1,1.7,0.0,0.0,0.0,1.6,1
114.05,1.6,0.0,0.0,0.0,1.5,1
114.0,1.5,0.0,0.0,0.0,1.4,1
113.94,1.4,0.0,0.0,0.0,1.3,1
113.88,1.3,0.0,0.0,0.0,1.3,1
113.88,1.3,0.0,2.0,0.0,1.2,1
113.82,1.2,0.0,0.0,0.0,1.1,1
113.75,1.1,0.0,0.0,0.0,1.0,1
113.69,1.0,0.0,0.0,0.0,0.9,1
113.61,0.9,0.0,0.0,0.0,0.9,1
113.61,0.9,0.0,27.0,0.0,1.7,1
114.1,1.7,9.0,21.0,0.0,1.7,1
114.1,1.7,0.0,0.0,0.0,1.9,1
114.2,1.9,2.0,10.0,0.0,1.9,1
114.2,1.9,0.0,0.0,0.0,2.5,1
114.5,2.5,7.0,39.0,0.0,2.5,1
114.5,2.5,0.0,0.0,0.0,2.4,1
114.43,2.4,0.0,0.0,0.0,2.3,1
114.39,2.3,0.0,0.0,0.0,2.15,1
114.34,2.15,0.0,0.0,0.0,2.1,1
114.3,2.1,0.0,0.0,0.0,2.0,1
114.25,2.0,0.0,0.0,0.0,2.0,1
114.25,2.0,0.0,2.0,0.0,1.9,1
114.2,1.9,0.0,0.0,0.0,1.8,1
114.15,1.8,0.0,0.0,0.0,3.2,1
114.75,3.2,16.0,24.0,0.0,4.5,1
115.2,4.5,15.0,29.0,0.0,5.4,1
115.5,5.4,11.0,0.0,0.0,6.5,1
115.8,6.5,12.0,2.0,0.0,7.7,1
116.1,7.7,13.0,15.0,0.0,8.9,1
116.4,8.9,14.0,2.0,0.0,9.8,1
116.8,9.8,10.0,3.0,0.0,10.7,1
116.8,10.7,10.0,0.0,0.0,11.7,1
117.2,11.7,11.0,6.0,0.0,12.2,1
117.1,12.2,6.0,0.0,0.0,13.7,1
117.4,13.7,17.0,22.0,0.0,14.2,1
117.5,14.2,0.0,0.0,0.0,15.3,1
117.7,15.3,13.0,0.0,0.0,17.1,1
118.0,17.1,20.0,9.0,0.0,17.7,1
118.1,17.7,7.0,4.0,0.0,18.3,1
118.2,18.3,7.0,0.0,0.0,18.6,1
118.25,18.6,4.0,0.0,0.0,18.6,1
118.25,18.6,0.0,0.0,0.0,18.6,1
118.25,18.6,0.0,0.0,0.0,18.5,1
118.23,18.5,0.0,0.0,0.0,18.4,1
118.22,18.4,0.0,0.0,0.0,18.9,1
118.3,18.9,6.0,28.0,0.0,19.2,1
118.35,19.2,4.0,0.0,0.0,19.2,1
118.35,19.2,0.0,0.0,0.0,19.2,1
118.35,19.2,0.0,0.0,0.0,19.1,1
118.33,19.1,0.0,0.0,0.0,19.0,1
118.31,19.0,0.0,0.0,0.0,18.9,1
118.3,18.9,0.0,0.0,0.0,19.9,1
118.45,19.9,12.0,31.0,0.0,20.3,1
118.5,20.3,5.0,13.0,0.0,20.5,1
118.53,20.5,2.0,1.0,0.0,21.0,1
118.6,21.0,6.0,0.0,0.0,22.2,1
118.75,22.2,14.0,3.0,0.0,22.9,1
118.84,22.9,8.0,5.0,0.0,23.4,1
118.89,23.4,6.0,10.0,0.0,23.4,1
118.89,23.4,0.0,0.0,0.0,24.8,1
119.05,24.8,16.0,4.0,0.0,27.7,1
119.35,27.7,34.0,17.0,0.0,29.8,1
119.55,29.8,24.0,5.0,0.0,33.1,1
119.85,33.1,38.0,18.0,0.0,37.4,1
120.2,37.4,50.0,41.0,0.0,45.0,1
120.75,45.0,88.0,65.0,0.0,49.6,1
121.05,49.6,53.0,0.0,0.0,52.0,1
121.2,52.0,28.0,0.0,0.0,54.4,1
121.35,54.4,28.0,0.0,0.0,57.0,1
121.5,57.0,30.0,0.0,0.0,58.0,1
121.55,58.0,12.0,0.0,0.0,63.7,1
121.8,63.7,66.0,62.0,0.0,74.5,1
122.2,74.5,125.0,11.0,0.0,92.8,1
122.65,92.8,117.0,17.0,0.0,109.2,1
123.0,109.2,190.0,2.0,0.0,119.7,1
123.2,119.7,122.0,0.0,0.0,128.1,1
123.35,128.1,97.0,0.0,0.0,131.0,1
123.4,131.0,34.0,10.0,0.0,146.4,1
123.65,146.4,178.0,34.0,0.0,173.7,1
124.05,173.7,316.0,0.0,0.0,184.8,1
124.2,184.8,128.0,0.0,0.0,192.4,1
124.3,192.4,88.0,0.0,0.0,196.3,1
124.35,196.3,45.0,0.0,0.0,197.1,1
124.36,197.1,17.0,0.0,0.0,197.9,1
124.37,197.9,17.0,0.0,0.0,198.7,1
124.38,198.7,17.0,0.0,0.0,198.7,1
124.38,198.7,8.0,0.0,0.0,198.7,1
124.38,198.7,8.0,0.0,0.0,198.7,1
124.38,198.7,8.0,0.0,0.0,198.7,1
124.38,198.7,8.0,0.0,0.0,197.9,1
124.37,197.9,0.0,0.0,0.0,198.7,1
124.38,198.7,9.0,23.0,0.0,216.6,1
124.6,216.6,207.0,42.0,0.0,225.1,1
124.7,225.1,98.0,7.0,0.0,247.0,1
124.95,247.0,253.0,0.0,0.0,283.6,1
125.35,283.6,424.0,0.0,0.0,324.2,1
125.77,324.2,470.0,0.0,0.0,363.0,1
126.15,363.0,448.0,0.0,0.0,401.3,1
126.51,401.3,444.0,0.0,0.0,440.3,1
126.86,440.3,451.0,0.0,0.0,478.4,1
127.19,478.4,441.0,0.0,0.0,516.7,1
127.51,516.7,443.0,0.0,0.0,553.8,1
127.81,553.8,441.0,0.0,0.0,588.1,1
128.08,588.1,412.0,0.0,0.0,616.5,1
128.3,616.5,403.0,4.0,0.0,643.9,1
128.51,643.9,408.0,0.0,0.0,674.1,1
128.74,674.1,460.0,0.0,0.0,706.1,1
128.98,706.1,460.0,0.0,0.0,728.9,1
129.15,728.9,430.0,0.0,0.0,749.2,1
129.3,749.2,380.0,0.0,0.0,773.8,1
129.48,773.8,360.0,0.0,0.0,790.2,1
129.6,790.2,370.0,0.0,114.0,806.8,1
129.72,806.8,395.0,0.0,334.0,812.3,1
129.76,812.3,395.0,0.0,334.0,817.8,1
129.8,817.8,398.0,0.0,334.0,822.0,1
129.83,822.0,380.0,0.0,334.0,823.4,1
129.84,823.4,351.0,0.0,334.0,823.4,1
129.84,823.4,320.0,0.0,320.0,823.4,1
129.84,823.4,310.0,0.0,310.0,823.4,1
129.84,823.4,305.0,0.0,310.0,823.4,1
129.84,823.4,300.0,0.0,305.0,823.4,1
129.84,823.4,300.0,0.0,300.0,823.4,1
129.84,823.4,295.0,0.0,300.0,823.4,1
129.84,823.4,270.0,0.0,270.0,820.7,1
129.82,820.7,240.0,0.0,270.0,815.1,1
129.78,815.1,240.0,0.0,300.0,810.9,1
129.75,810.9,235.0,0.0,300.0,805.4,1
129.71,805.4,240.0,0.0,300.0,799.9,1
129.67,799.9,240.0,0.0,300.0,794.4,1
129.63,794.4,230.0,0.0,300.0,790.2,1
129.6,790.2,255.0,0.0,300.0,791.6,1
129.61,791.6,310.0,0.0,300.0,809.6,1
129.74,809.6,430.0,0.0,300.0,822.1,1
129.83,822.1,455.0,0.0,350.0,829.0,1
129.88,829.0,455.0,0.0,350.0,836.0,1
129.93,836.0,445.0,0.0,350.0,843.0,1
129.98,843.0,445.0,0.0,350.0,850.0,1
130.03,850.0,450.0,0.0,350.0,855.6,1
130.07,855.6,435.0,0.0,350.0,861.2,1
130.11,861.2,445.0,0.0,350.0,866.9,1
130.15,866.9,450.0,0.0,350.0,875.3,1
130.21,875.3,380.0,0.0,400.0,869.7,1
130.17,869.7,360.0,0.0,400.0,864.1,1
130.13,864.1,340.0,0.0,400.0,858.4,1
130.09,858.4,340.0,0.0,400.0,852.8,1
130.05,852.8,355.0,0.0,400.0,850.0,1
130.03,850.0,375.0,0.0,400.0,854.2,1
130.06,854.2,450.0,0.0,400.0,859.8,1
130.1,859.8,465.0,0.0,400.0,864.0,1
130.13,864.0,445.0,0.0,400.0,864.0,1
130.13,864.0,405.0,0.0,400.0,862.6,1
130.12,862.6,380.0,0.0,400.0,861.2,1
130.11,861.2,385.0,0.0,400.0,858.4,1
130.09,858.4,365.0,0.0,400.0,851.4,1
130.04,851.4,325.0,0.0,400.0,842.9,1
129.98,842.9,295.0,0.0,400.0,834.6,1
129.92,834.6,300.0,0.0,400.0,829.0,1
129.88,829.0,330.0,0.0,400.0,824.8,1
129.85,824.8,360.0,0.0,400.0,822.0,1
129.83,822.0,365.0,0.0,400.0,817.8,1
129.8,817.8,360.0,0.0,400.0,815.1,1
129.78,815.1,335.0,0.0,400.0,810.9,1
129.75,810.9,315.0,0.0,400.0,806.8,1
129.72,806.8,285.0,0.0,380.0,798.5,1
129.66,798.5,255.0,0.0,350.0,792.9,1
129.62,792.9,245.0,0.0,330.0,783.3,1
129.55,783.3,215.0,0.0,330.0,771.0,1
129.46,771.0,193.0,0.0,330.0,756.0,1
129.33,756.0,175.0,0.0,330.0,742.4,1
129.25,742.4,170.0,0.0,330.0,728.9,1
129.15,728.9,165.0,0.0,330.0,715.6,1
129.05,715.6,155.0,0.0,300.0,702.0,1
128.95,702.0,140.0,0.0,300.0,688.7,1
128.85,688.7,140.0,0.0,300.0,674.1,1
128.74,674.1,110.0,0.0,270.0,658.3,1
128.62,658.3,85.0,0.0,360.0,633.4,1
128.43,633.4,70.0,0.0,360.0,610.0,1
128.25,610.0,80.0,0.0,360.0,586.8,1
128.07,586.8,85.0,0.0,360.0,562.6,1
127.88,562.6,75.0,0.0,350.0,537.6,1
127.68,537.6,65.0,0.0,330.0,515.5,1
127.5,515.5,45.0,0.0,280.0,495.0,1
127.33,495.0,40.0,0.0,280.0,472.5,1
127.14,472.5,25.0,0.0,280.0,450.5,1
126.95,450.5,25.0,0.0,270.0,428.9,1
126.76,428.9,20.0,0.0,270.0,407.9,1
126.57,407.9,20.0,0.0,270.0,387.3,1
126.38,387.3,20.0,0.0,240.0,368.2,1
126.2,368.2,15.0,0.0,210.0,351.5,1
126.04,351.5,10.0,0.0,200.0,336.2,1
125.89,336.2,5.0,0.0,180.0,323.2,1
125.76,323.2,0.0,0.0,150.0,311.4,1
125.64,311.4,0.0,0.0,130.0,300.7,1
125.64,300.7,0.0,0.0,125.0,288.3,1
125.4,288.3,0.0,0.0,120.0,278.9,1
125.3,278.9,22.0,26.0,120.0,267.8,1
125.18,267.8,0.0,0.0,110.0,258.6,1
125.08,258.6,0.0,0.0,95.0,250.5,1
124.99,250.5,0.0,0.0,85.0,243.4,1
124.91,243.4,0.0,0.0,70.0,236.4,1
124.83,236.4,0.0,0.0,60.0,230.3,1
124.76,230.3,0.0,0.0,50.0,225.1,1
124.7,225.1,0.0,0.0,50.0,223.4,1
124.68,223.4,0.0,0.0,0.0,222.5,1
124.67,222.5,0.0,0.0,0.0,221.7,1
124.66,221.7,0.0,0.0,0.0,220.8,1
124.65,220.8,0.0,0.0,0.0,220.0,1
124.64,220.0,0.0,0.0,0.0,219.2,1
124.63,219.2,0.0,0.0,0.0,218.3,1
124.62,218.3,0.0,0.0,0.0,217.5,1
124.61,217.5,0.0,0.0,0.0,216.6,1
124.6,216.6,0.0,0.0,0.0,215.8,1
124.59,215.8,0.0,0.0,0.0,214.9,1
124.58,214.9,0.0,0.0,0.0,214.1,1
124.57,214.1,0.0,0.0,0.0,213.3,1
124.56,213.3,0.0,0.0,0.0,212.5,1
124.55,212.5,0.0,3.0,0.0,214.9,1
124.58,214.9,28.0,14.0,0.0,236.4,1
124.83,236.4,249.0,59.0,0.0,235.5,1
124.82,235.5,0.0,0.0,0.0,257.7,1
125.07,257.7,255.0,75.0,0.0,256.8,1
125.06,256.8,0.0,0.0,0.0,255.9,1
125.05,255.9,0.0,0.0,0.0,255.0,1
125.04,255.0,0.0,0.0,0.0,254.1,1
125.03,254.1,0.0,0.0,0.0,253.2,1
125.02,253.2,0.0,0.0,0.0,252.3,1
125.01,252.3,0.0,0.0,0.0,251.4,1
125.0,251.4,0.0,0.0,0.0,250.5,1
124.99,250.5,0.0,0.0,0.0,249.6,1
124.98,249.6,0.0,0.0,0.0,248.7,1
124.97,248.7,0.0,0.0,0.0,247.8,1
124.96,247.8,0.0,0.0,0.0,246.9,1
124.95,246.9,0.0,0.0,0.0,246.0,1
124.94,246.0,0.0,0.0,0.0,245.2,1
124.93,245.2,0.0,0.0,0.0,244.3,1
124.92,244.3,0.0,0.0,0.0,243.4,1
124.91,243.4,0.0,0.0,0.0,242.5,1
124.9,242.5,0.0,0.0,0.0,241.6,1
124.89,241.6,0.0,0.0,0.0,240.8,1
124.88,240.8,0.0,0.0,0.0,239.9,1
124.87,239.9,0.0,0.0,0.0,239.0,1
124.86,239.0,0.0,1.0,0.0,237.3,1
124.84,237.3,0.0,0.0,0.0,235.5,1
124.82,235.5,0.0,0.0,0.0,238.1,1
124.85,238.1,30.0,15.0,0.0,236.4,1
124.83,236.4,30.0,0.0,0.0,234.6,1
124.81,234.6,0.0,0.0,0.0,232.9,1
124.79,232.9,0.0,0.0,0.0,231.2,1
124.77,231.2,0.0,0.0,0.0,231.2,1
124.77,231.2,0.0,8.0,0.0,229.4,1
124.75,229.4,0.0,8.0,0.0,227.7,1
124.73,227.7,0.0,8.0,0.0,226.0,1
124.71,226.0,0.0,0.0,0.0,224.3,1
124.69,224.3,0.0,0.0,0.0,222.6,1
124.67,222.6,0.0,0.0,0.0,220.9,1
124.65,220.9,0.0,0.0,0.0,219.2,1
124.63,219.2,0.0,0.0,0.0,217.5,1
124.61,217.5,0.0,0.0,0.0,215.8,1
124.59,215.8,0.0,0.0,0.0,214.1,1
124.57,214.1,0.0,0.0,0.0,212.5,1
124.55,212.5,0.0,0.0,0.0,210.0,1
124.52,210.0,0.0,0.0,0.0,207.5,1
124.49,207.5,0.0,0.0,0.0,205.1,1
124.46,205.1,0.0,0.0,0.0,202.7,1
124.43,202.7,0.0,0.0,0.0,200.3,1
124.4,200.3,0.0,0.0,0.0,197.9,1
124.37,197.9,0.0,0.0,0.0,195.5,1
124.34,195.5,0.0,0.0,0.0,193.2,1
124.31,193.2,0.0,5.0,0.0,190.9,1
124.28,190.9,0.0,0.0,0.0,188.7,1
124.25,188.7,0.0,0.0,0.0,186.3,1
124.22,186.3,0.0,0.0,0.0,184.0,1
124.19,184.0,0.0,8.0,0.0,181.8,1
124.16,181.8,0.0,0.0,0.0,179.5,1
124.13,179.5,0.0,0.0,0.0,177.3,1
124.1,177.3,0.0,0.0,0.0,175.1,1
124.07,175.1,0.0,0.0,0.0,173.7,1
124.05,173.7,0.0,17.0,0.0,171.5,1
124.02,171.5,0.0,0.0,0.0,169.4,1
123.99,169.4,0.0,0.0,0.0,167.2,1
123.96,167.2,0.0,0.0,0.0,165.1,1
123.93,165.1,0.0,0.0,0.0,163.7,1
123.91,163.7,0.0,7.0,0.0,155.6,1
123.79,155.6,0.0,0.0,0.0,153.6,1
123.76,153.6,0.0,0.0,0.0,151.6,1
123.73,151.6,0.0,0.0,0.0,149.6,1
123.7,149.6,0.0,0.0,0.0,147.7,1
123.67,147.7,0.0,0.0,0.0,145.7,1
123.64,145.7,0.0,0.0,0.0,143.8,1
123.61,143.8,0.0,0.0,0.0,141.9,1
123.58,141.9,0.0,0.0,0.0,143.2,1
123.6,143.2,15.0,21.0,0.0,141.9,1
123.58,141.9,0.0,0.0,0.0,140.7,1
123.56,140.7,0.0,1.0,0.0,138.9,1
123.53,138.9,0.0,0.0,0.0,137.0,1
123.5,137.0,0.0,0.0,0.0,135.2,1
123.47,135.2,0.0,0.0,0.0,133.4,1
